PAAC2_A,PAAC2_C,PAAC2_D,PAAC2_E,PAAC2_F,PAAC2_G,PAAC2_H,PAAC2_I,PAAC2_K,PAAC2_L,PAAC2_M,PAAC2_N,PAAC2_P,PAAC2_Q,PAAC2_R,PAAC2_S,PAAC2_T,PAAC2_V,PAAC2_W,PAAC2_Y,PAAC2_lam1,PAAC2_lam2,Target
3.33,20,0,3.33,3.33,16.67,3.33,0,3.33,3.33,0,6.67,6.67,3.33,3.33,0,16.67,3.33,0,3.33,0.0501,0.055,1
0,20,0,3.33,3.33,10,0,6.67,6.67,3.33,0,3.33,6.67,0,3.33,13.33,3.33,13.33,0,3.33,0.0586,0.0629,1
3.45,0,0,6.9,0,3.45,6.9,3.45,6.9,20.69,6.9,3.45,20.69,0,3.45,0,3.45,10.34,0,0,0.0731,0.0647,1
3.57,0,3.57,3.57,3.57,0,0,3.57,3.57,0,3.57,7.14,7.14,7.14,21.43,7.14,17.86,0,0,7.14,0.0844,0.0663,1
0,0,19.05,4.76,4.76,9.52,0,4.76,9.52,0,0,4.76,0,0,9.52,4.76,14.29,9.52,0,4.76,0.077,0.0981,1
20,0,6.67,0,0,20,6.67,0,6.67,13.33,6.67,6.67,0,0,6.67,6.67,0,0,0,0,0.093,0.0902,1
5.56,5.56,5.56,0,11.11,5.56,0,5.56,5.56,16.67,11.11,0,0,5.56,5.56,5.56,0,11.11,0,0,0.0974,0.1022,1
10,0,3.33,0,13.33,20,3.33,3.33,3.33,3.33,3.33,0,0,3.33,3.33,10,3.33,13.33,3.33,0,0.0891,0.0954,1
9.09,4.55,18.18,9.09,0,0,4.55,4.55,0,13.64,0,4.55,4.55,9.09,0,0,13.64,0,0,4.55,0.0646,0.0621,1
8,4,8,12,8,0,4,0,4,20,0,8,4,4,4,4,4,0,0,4,0.0757,0.0727,1
0,0,0,0,7.69,0,0,0,30.77,23.08,0,0,7.69,0,0,0,7.69,23.08,0,0,0.0301,0.0511,1
0,0,0,7.14,0,21.43,0,0,0,28.57,0,0,7.14,0,14.29,7.14,0,7.14,7.14,0,0.0999,0.1239,1
3.33,0,3.33,26.67,0,0,0,13.33,20,6.67,0,3.33,0,10,0,0,6.67,0,3.33,3.33,0.0914,0.1046,1
21.74,0,0,0,4.35,0,0,8.7,30.43,21.74,0,0,0,0,8.7,0,0,4.35,0,0,0.1031,0.151,1
9.52,9.52,0,0,4.76,4.76,4.76,9.52,9.52,0,9.52,4.76,9.52,0,4.76,4.76,9.52,4.76,0,0,0.0529,0.0574,1
0,20,3.33,6.67,6.67,16.67,3.33,3.33,0,3.33,6.67,0,13.33,0,0,0,10,3.33,0,3.33,0.0562,0.053,1
0,0,0,0,0,15.38,0,0,7.69,15.38,0,0,7.69,0,0,15.38,0,15.38,23.08,0,0.0529,0.085,1
7.14,3.57,3.57,7.14,0,14.29,0,3.57,3.57,17.86,0,3.57,0,0,25,7.14,0,0,0,3.57,0.0665,0.09,1
7.69,7.69,0,0,7.69,3.85,0,3.85,11.54,11.54,0,7.69,3.85,0,19.23,7.69,0,0,7.69,0,0.1228,0.1122,1
10,5,15,5,0,0,5,5,5,15,0,10,0,0,0,10,5,10,0,0,0.0648,0.0847,1
8,0,0,4,4,12,8,4,8,12,4,0,8,0,0,4,0,24,0,0,0.0528,0.075,1
14.29,3.57,3.57,7.14,0,3.57,0,7.14,10.71,10.71,3.57,0,0,3.57,3.57,17.86,0,3.57,7.14,0,0.0891,0.1141,1
10,0,3.33,3.33,3.33,3.33,6.67,3.33,3.33,16.67,3.33,3.33,16.67,3.33,0,0,0,10,6.67,3.33,0.0517,0.0506,1
0,0,0,3.85,3.85,3.85,3.85,7.69,7.69,15.38,3.85,0,0,7.69,38.46,3.85,0,0,0,0,0.0764,0.0981,1
0,0,4.17,25,0,0,0,16.67,20.83,4.17,4.17,4.17,0,0,0,0,8.33,0,8.33,4.17,0.1087,0.1143,1
7.69,0,0,7.69,15.38,0,0,7.69,7.69,15.38,0,0,0,0,0,0,7.69,23.08,7.69,0,0.1005,0.0557,1
6.67,3.33,10,6.67,0,6.67,0,6.67,6.67,6.67,3.33,6.67,0,0,3.33,3.33,3.33,10,10,6.67,0.0832,0.096,1
4,0,8,4,0,8,0,8,0,0,0,4,12,4,28,8,4,4,0,4,0.0803,0.109,1
0,4,4,4,0,20,0,4,0,8,4,8,32,0,0,8,0,4,0,0,0.0367,0.0451,1
5.56,0,0,0,5.56,5.56,5.56,0,22.22,0,5.56,0,27.78,0,11.11,0,5.56,0,0,5.56,0.0878,0.0858,1
0,0,3.45,27.59,0,0,0,10.34,31.03,3.45,0,3.45,0,3.45,0,3.45,3.45,0,6.9,3.45,0.0837,0.109,1
3.57,10.71,3.57,0,0,3.57,3.57,0,7.14,0,7.14,14.29,3.57,0,3.57,7.14,14.29,10.71,0,7.14,0.0675,0.0542,1
33.33,0,5.56,5.56,5.56,0,5.56,0,0,5.56,5.56,0,0,5.56,11.11,0,16.67,0,0,0,0.0988,0.1139,1
21.05,5.26,0,0,15.79,10.53,0,0,5.26,5.26,0,0,0,0,10.53,10.53,0,15.79,0,0,0.0745,0.0909,1
0,0,10.71,3.57,3.57,7.14,3.57,3.57,21.43,0,7.14,3.57,0,0,17.86,0,3.57,7.14,0,7.14,0.0823,0.0761,1
8,0,8,8,4,0,0,12,16,20,0,12,0,4,4,0,4,0,0,0,0.0923,0.1173,1
0,0,0,0,3.57,0,10.71,3.57,7.14,3.57,10.71,3.57,0,0,39.29,3.57,3.57,7.14,0,3.57,0.0734,0.1171,1
8,0,0,0,0,12,12,4,4,20,0,0,8,0,0,8,0,24,0,0,0.0435,0.0601,1
0,33.33,0,0,5.56,11.11,0,0,0,16.67,0,0,0,0,33.33,0,0,0,0,0,0.1033,0.1656,1
9.09,4.55,4.55,4.55,0,4.55,0,4.55,13.64,9.09,0,0,13.64,0,18.18,0,0,9.09,0,4.55,0.0908,0.1043,1
26.32,5.26,5.26,0,0,5.26,0,0,0,15.79,10.53,0,5.26,0,0,5.26,15.79,5.26,0,0,0.0346,0.0397,1
5.88,0,0,0,0,5.88,5.88,11.76,5.88,5.88,11.76,5.88,0,0,23.53,5.88,5.88,0,5.88,0,0.1289,0.1216,1
9.09,9.09,4.55,0,4.55,9.09,4.55,9.09,4.55,13.64,9.09,4.55,0,4.55,0,4.55,0,9.09,0,0,0.0445,0.0625,1
0,0,5,0,0,25,0,0,5,15,0,0,10,0,15,5,0,0,20,0,0.152,0.1392,1
0,6.67,13.33,6.67,6.67,13.33,0,0,6.67,13.33,0,6.67,6.67,0,0,6.67,0,6.67,6.67,0,0.0856,0.091,1
0,4.76,4.76,9.52,4.76,14.29,0,0,0,0,4.76,0,4.76,0,23.81,4.76,9.52,9.52,4.76,0,0.1367,0.1209,1
0,5.56,5.56,0,11.11,5.56,0,5.56,11.11,22.22,11.11,0,0,5.56,5.56,11.11,0,0,0,0,0.1032,0.0784,1
0,0,18.18,0,0,0,0,9.09,9.09,9.09,0,18.18,0,0,0,9.09,0,18.18,9.09,0,0.1154,0.0699,1
9.09,0,0,0,4.55,4.55,0,0,22.73,0,13.64,0,9.09,0,13.64,4.55,9.09,4.55,0,4.55,0.0881,0.0999,1
0,0,3.57,21.43,0,0,0,3.57,25,3.57,10.71,7.14,0,7.14,0,3.57,3.57,3.57,3.57,3.57,0.0749,0.1011,1
15.38,0,0,0,15.38,0,0,0,30.77,7.69,0,0,0,0,0,0,0,23.08,0,7.69,0.0384,0.0772,1
14.81,0,3.7,3.7,0,7.41,7.41,3.7,7.41,0,7.41,0,0,3.7,3.7,7.41,11.11,7.41,0,11.11,0.0777,0.0804,1
6.67,16.67,0,0,13.33,6.67,0,3.33,3.33,16.67,3.33,6.67,0,6.67,10,6.67,0,0,0,0,0.0808,0.0918,1
3.33,20,0,3.33,0,16.67,0,0,3.33,6.67,0,6.67,10,0,3.33,3.33,13.33,6.67,3.33,0,0.0581,0.0612,1
10.34,6.9,3.45,0,3.45,3.45,3.45,6.9,3.45,24.14,0,0,17.24,3.45,0,3.45,0,6.9,3.45,0,0.0442,0.0582,1
6.25,6.25,0,0,6.25,0,0,0,25,12.5,0,6.25,0,6.25,18.75,0,0,0,12.5,0,0.152,0.0927,1
6.25,0,6.25,12.5,6.25,0,0,0,12.5,0,18.75,6.25,0,0,6.25,6.25,6.25,12.5,0,0,0.0947,0.0623,1
4.35,4.35,4.35,8.7,8.7,4.35,0,0,4.35,0,8.7,4.35,0,0,13.04,17.39,4.35,13.04,0,0,0.064,0.0814,1
0,0,7.69,0,0,15.38,0,0,7.69,15.38,0,0,7.69,0,7.69,7.69,0,15.38,15.38,0,0.1087,0.1132,1
7.14,7.14,0,0,0,21.43,14.29,7.14,0,7.14,7.14,0,0,0,7.14,7.14,7.14,0,7.14,0,0.0653,0.0935,1
4.35,8.7,0,0,4.35,4.35,0,4.35,13.04,8.7,4.35,4.35,4.35,0,21.74,8.7,0,0,8.7,0,0.1158,0.0974,1
0,0,25,6.25,0,6.25,0,6.25,6.25,18.75,0,0,0,0,6.25,0,0,18.75,0,6.25,0.1022,0.0976,1
5.88,0,5.88,5.88,23.53,0,0,0,17.65,0,0,11.76,23.53,0,0,5.88,0,0,0,0,0.098,0.0586,1
0,0,14.29,0,0,4.76,4.76,0,4.76,9.52,9.52,9.52,4.76,0,9.52,4.76,0,9.52,4.76,9.52,0.0995,0.0968,1
0,0,0,0,7.14,0,7.14,3.57,21.43,0,7.14,0,0,0,32.14,3.57,7.14,3.57,0,7.14,0.1111,0.0967,1
0,5.56,5.56,5.56,0,5.56,0,0,5.56,33.33,0,0,0,0,22.22,0,0,5.56,5.56,5.56,0.13,0.1629,1
7.14,0,7.14,7.14,0,0,0,7.14,21.43,7.14,7.14,21.43,0,0,0,0,7.14,7.14,0,0,0.0802,0.0779,1
3.45,6.9,0,3.45,3.45,13.79,6.9,3.45,10.34,13.79,3.45,0,0,0,0,6.9,13.79,6.9,0,3.45,0.0687,0.0791,1
10,0,0,0,0,0,0,10,20,20,0,0,0,10,20,10,0,0,0,0,0.1647,0.0586,1
14.29,14.29,4.76,0,4.76,4.76,0,0,4.76,4.76,4.76,4.76,9.52,0,4.76,0,9.52,4.76,4.76,4.76,0.0841,0.0671,1
10,10,15,0,0,0,5,0,0,15,5,15,10,0,0,5,5,0,0,5,0.0539,0.0586,1
5.56,5.56,5.56,0,5.56,0,5.56,5.56,0,0,5.56,5.56,0,0,0,11.11,16.67,22.22,0,5.56,0.0517,0.0515,1
6.25,0,0,0,6.25,0,0,0,31.25,6.25,0,0,0,0,12.5,6.25,6.25,25,0,0,0.0707,0.1183,1
0,20,0,3.33,0,16.67,3.33,0,0,3.33,0,3.33,10,0,6.67,3.33,16.67,10,3.33,0,0.0486,0.0537,1
14.29,7.14,7.14,7.14,0,7.14,0,0,35.71,0,0,0,7.14,0,0,0,7.14,7.14,0,0,0.047,0.0418,1
0,9.09,9.09,0,0,27.27,9.09,0,0,0,0,9.09,0,0,9.09,0,18.18,9.09,0,0,0.0516,0.0374,1
13.33,0,6.67,6.67,33.33,0,0,0,0,26.67,0,0,6.67,0,0,0,6.67,0,0,0,0.0577,0.043,1
14.29,0,0,0,0,0,0,0,21.43,14.29,0,0,0,0,0,7.14,7.14,28.57,0,7.14,0.0823,0.0608,1
15.38,0,0,0,23.08,0,0,0,30.77,23.08,0,0,0,0,0,0,0,7.69,0,0,0.0357,0.0683,1
0,5.56,16.67,5.56,5.56,0,0,5.56,5.56,16.67,0,0,0,0,5.56,11.11,0,5.56,16.67,0,0.1256,0.1235,1
16.67,0,0,0,8.33,0,8.33,0,8.33,8.33,25,8.33,0,0,8.33,0,0,8.33,0,0,0.0945,0.0784,1
0,0,0,0,9.09,13.64,9.09,0,9.09,0,13.64,4.55,0,0,22.73,4.55,4.55,4.55,0,4.55,0.1029,0.1404,1
0,0,3.45,27.59,0,0,3.45,10.34,27.59,3.45,0,0,0,6.9,0,3.45,3.45,0,6.9,3.45,0.0854,0.1107,1
0,6.25,0,0,25,0,0,18.75,6.25,18.75,0,0,0,0,6.25,0,0,6.25,6.25,6.25,0.0554,0.0878,1
23.53,0,5.88,0,0,17.65,5.88,0,17.65,11.76,5.88,5.88,0,0,0,0,5.88,0,0,0,0.0852,0.0726,1
5,5,10,0,0,10,10,10,5,5,5,0,5,0,10,5,5,10,0,0,0.0821,0.071,1
0,0,0,0,7.69,30.77,0,0,7.69,7.69,0,0,7.69,0,0,7.69,0,15.38,15.38,0,0.0727,0.0971,1
5.88,0,5.88,0,11.76,5.88,0,5.88,0,11.76,0,11.76,0,5.88,17.65,0,0,5.88,0,11.76,0.1043,0.1347,1
30,0,0,0,0,0,0,0,15,25,0,0,10,0,10,0,0,10,0,0,0.0441,0.0615,1
5.88,0,0,0,0,11.76,0,0,5.88,47.06,0,5.88,5.88,0,0,11.76,0,5.88,0,0,0.0403,0.0526,1
0,4,0,4,20,8,4,4,8,20,0,4,0,12,4,0,0,8,0,0,0.077,0.0897,1
5.26,5.26,5.26,5.26,0,10.53,0,15.79,0,21.05,5.26,5.26,0,0,0,0,5.26,5.26,10.53,0,0.0577,0.0899,1
6.67,20,0,3.33,0,10,0,10,6.67,3.33,0,3.33,6.67,0,3.33,13.33,0,6.67,3.33,3.33,0.0648,0.0549,1
4.76,0,4.76,4.76,0,9.52,4.76,0,9.52,0,9.52,14.29,14.29,0,0,0,0,19.05,0,4.76,0.0792,0.0678,1
16.67,16.67,0,5.56,5.56,16.67,0,5.56,0,5.56,0,5.56,5.56,0,0,11.11,0,5.56,0,0,0.0314,0.0448,1
15,0,10,10,0,0,0,0,20,5,0,10,0,0,0,10,5,15,0,0,0.0891,0.0669,1
13.33,0,0,6.67,13.33,0,0,20,0,6.67,0,0,6.67,6.67,13.33,6.67,6.67,0,0,0,0.0989,0.1196,1
6.67,6.67,6.67,6.67,13.33,6.67,6.67,6.67,6.67,0,0,6.67,13.33,6.67,0,0,0,0,6.67,0,0.0875,0.0647,1
18.18,9.09,0,9.09,9.09,9.09,0,18.18,9.09,0,0,0,0,9.09,0,0,0,0,9.09,0,0.0888,0.1004,1
0,23.33,3.33,3.33,3.33,10,3.33,6.67,6.67,6.67,0,10,6.67,0,0,10,0,3.33,0,3.33,0.0493,0.0619,1
12.5,6.25,6.25,12.5,0,0,0,0,12.5,0,18.75,12.5,6.25,0,6.25,0,6.25,0,0,0,0.0535,0.072,1
15.38,0,0,0,7.69,7.69,7.69,0,7.69,0,7.69,0,0,7.69,15.38,0,0,23.08,0,0,0.1217,0.0967,1
15.38,0,0,0,0,0,0,7.69,30.77,15.38,0,0,0,0,0,0,7.69,23.08,0,0,0.0278,0.0526,1
4.76,0,4.76,0,0,14.29,0,0,9.52,0,0,0,9.52,0,47.62,0,0,0,4.76,4.76,0.1335,0.1269,1
15.38,0,0,0,7.69,0,0,0,30.77,7.69,0,0,0,0,0,0,7.69,30.77,0,0,0.0317,0.0588,1
15.38,0,0,0,0,0,0,0,30.77,15.38,0,0,0,7.69,0,0,0,30.77,0,0,0.0364,0.0628,1
13.04,0,13.04,0,0,8.7,8.7,0,4.35,4.35,0,8.7,13.04,0,8.7,8.7,4.35,0,4.35,0,0.0718,0.0725,1
0,0,9.09,4.55,9.09,9.09,0,0,4.55,4.55,4.55,9.09,9.09,0,22.73,0,4.55,4.55,0,4.55,0.1182,0.0974,1
0,0,6.67,6.67,6.67,26.67,0,13.33,6.67,20,0,0,0,0,0,6.67,0,0,6.67,0,0.106,0.1288,1
0,0,0,7.69,0,0,0,7.69,7.69,7.69,0,0,23.08,0,0,0,7.69,0,38.46,0,0.1391,0.0695,1
0,5.26,10.53,5.26,5.26,15.79,5.26,10.53,0,5.26,10.53,5.26,0,10.53,10.53,0,0,0,0,0,0.1008,0.0989,1
0,0,3.33,23.33,0,0,0,10,10,6.67,3.33,3.33,0,16.67,6.67,3.33,3.33,0,6.67,3.33,0.0809,0.1029,1
0,22.22,0,0,5.56,16.67,0,0,0,5.56,11.11,0,0,0,33.33,0,0,0,0,5.56,0.1089,0.1305,1
15,5,5,0,0,10,0,0,0,10,0,15,15,0,5,10,0,0,10,0,0.1054,0.0637,1
0,0,5,0,5,25,5,5,5,10,5,5,5,5,15,5,0,0,0,0,0.0802,0.101,1
0,4,8,8,0,4,4,0,0,4,8,4,12,4,12,0,8,8,0,12,0.1036,0.0653,1
12,0,0,20,0,4,0,0,20,4,4,4,4,0,0,0,8,4,8,8,0.0889,0.1085,1
7.69,7.69,0,7.69,7.69,7.69,0,7.69,15.38,23.08,0,0,0,0,0,7.69,7.69,0,0,0,0.0857,0.0857,1
22.22,5.56,5.56,5.56,11.11,5.56,5.56,5.56,5.56,5.56,5.56,0,0,0,0,5.56,11.11,0,0,0,0.0733,0.0791,1
7.14,3.57,0,0,21.43,3.57,0,0,14.29,3.57,0,3.57,0,3.57,21.43,0,0,10.71,0,7.14,0.1936,0.0651,1
4,4,4,0,8,0,8,0,32,0,0,4,4,0,8,4,4,12,4,0,0.0879,0.0881,1
23.53,0,0,0,5.88,11.76,0,0,0,29.41,0,5.88,5.88,0,0,0,5.88,5.88,5.88,0,0.0625,0.0799,1
17.86,0,7.14,0,0,14.29,10.71,3.57,3.57,3.57,7.14,0,7.14,0,0,3.57,0,14.29,0,7.14,0.0499,0.0723,1
13.33,0,6.67,13.33,0,13.33,0,0,6.67,6.67,0,0,13.33,0,13.33,0,6.67,6.67,0,0,0.1232,0.0982,1
5.56,0,22.22,5.56,0,5.56,5.56,5.56,5.56,0,0,0,5.56,0,16.67,0,11.11,0,5.56,5.56,0.1044,0.124,1
20,6.67,6.67,6.67,13.33,0,6.67,0,6.67,13.33,13.33,0,6.67,0,0,0,0,0,0,0,0.0501,0.0669,1
7.14,14.29,3.57,0,0,7.14,3.57,3.57,3.57,7.14,0,7.14,3.57,7.14,0,0,14.29,7.14,0,10.71,0.0549,0.048,1
6.67,16.67,3.33,3.33,3.33,10,0,3.33,3.33,13.33,3.33,0,3.33,0,10,0,13.33,0,3.33,3.33,0.0891,0.0896,1
4,4,0,4,0,4,0,8,8,4,20,0,4,4,12,0,16,4,4,0,0.0647,0.0754,1
10,0,0,10,20,0,0,10,10,5,5,5,15,0,0,5,0,5,0,0,0.0881,0.0619,1
0,0,0,0,0,38.46,23.08,0,0,0,0,0,0,7.69,0,7.69,0,15.38,0,7.69,0.0821,0.0577,1
5,10,15,10,0,0,5,10,5,0,0,5,5,0,0,5,15,5,0,5,0.0667,0.0476,1
0,0,6.67,20,0,0,0,16.67,20,3.33,0,3.33,0,10,0,3.33,6.67,0,6.67,3.33,0.0925,0.1054,1
7.14,14.29,7.14,7.14,0,0,7.14,0,0,28.57,0,7.14,7.14,0,0,0,7.14,0,7.14,0,0.0725,0.0709,1
7.69,7.69,0,7.69,15.38,15.38,0,0,7.69,7.69,0,0,0,0,0,0,15.38,15.38,0,0,0.074,0.0907,1
9.09,0,4.55,9.09,9.09,9.09,0,0,4.55,0,0,0,9.09,0,18.18,9.09,4.55,4.55,0,9.09,0.1104,0.116,1
14.29,4.76,9.52,4.76,0,14.29,4.76,0,4.76,0,0,4.76,0,4.76,9.52,0,9.52,9.52,4.76,0,0.0957,0.1083,1
34.48,0,3.45,0,0,10.34,3.45,3.45,13.79,20.69,0,0,0,3.45,0,0,3.45,0,3.45,0,0.0711,0.0982,1
0,0,6.67,26.67,0,0,0,10,26.67,3.33,0,0,0,10,0,3.33,3.33,0,6.67,3.33,0.0816,0.106,1
0,6.25,0,0,0,12.5,0,0,6.25,18.75,6.25,0,6.25,6.25,12.5,6.25,0,6.25,12.5,0,0.0469,0.0895,1
7.69,0,0,0,0,0,0,0,30.77,15.38,0,0,7.69,0,0,0,7.69,23.08,0,7.69,0.0388,0.0656,1
7.69,3.85,0,0,3.85,0,0,0,0,7.69,7.69,0,26.92,7.69,7.69,0,11.54,3.85,3.85,7.69,0.0485,0.057,1
0,0,6.67,30,0,0,0,6.67,23.33,3.33,0,0,0,3.33,0,3.33,6.67,0,6.67,10,0.0862,0.0888,1
11.76,0,0,0,0,5.88,5.88,0,5.88,11.76,0,5.88,11.76,0,0,0,0,35.29,0,5.88,0.0316,0.0537,1
3.85,0,7.69,11.54,0,3.85,3.85,3.85,11.54,11.54,0,11.54,0,3.85,3.85,0,7.69,11.54,0,3.85,0.0905,0.0809,1
0,20.69,3.45,6.9,0,17.24,0,3.45,0,3.45,0,3.45,10.34,0,3.45,6.9,13.79,3.45,3.45,0,0.0588,0.0666,1
3.57,3.57,7.14,0,7.14,7.14,3.57,14.29,3.57,10.71,3.57,0,10.71,0,14.29,3.57,0,3.57,3.57,0,0.1141,0.0869,1
5,10,5,0,0,10,5,0,5,0,15,0,10,5,20,5,0,0,0,5,0.0921,0.0999,1
3.45,0,10.34,0,6.9,24.14,0,6.9,3.45,10.34,0,6.9,0,3.45,3.45,10.34,6.9,3.45,0,0,0.0826,0.0895,1
23.53,5.88,0,23.53,0,5.88,0,0,5.88,5.88,0,0,5.88,0,0,0,5.88,17.65,0,0,0.0741,0.0773,1
0,5,10,0,0,0,5,0,10,5,10,0,0,10,10,5,10,5,0,15,0.0565,0.0835,1
4.17,0,8.33,0,4.17,4.17,4.17,4.17,4.17,0,8.33,0,0,8.33,16.67,12.5,16.67,4.17,0,0,0.0957,0.0799,1
10,10,5,0,0,5,5,5,5,15,0,10,0,0,5,0,10,10,5,0,0.0738,0.0632,1
0,0,0,0,0,0,13.33,0,13.33,13.33,0,0,13.33,0,6.67,13.33,20,0,0,6.67,0.0837,0.0605,1
25,0,0,0,5,5,0,5,5,20,10,0,10,0,0,0,0,10,5,0,0.07,0.0649,1
6.67,0,13.33,6.67,0,0,0,13.33,6.67,20,13.33,0,0,0,13.33,0,6.67,0,0,0,0.0894,0.1334,1
20,0,0,0,0,6.67,0,6.67,13.33,26.67,0,13.33,0,0,0,0,0,0,6.67,6.67,0.0781,0.1168,1
3.57,7.14,3.57,3.57,0,3.57,0,7.14,7.14,3.57,7.14,0,7.14,7.14,0,14.29,14.29,7.14,3.57,0,0.0574,0.0576,1
0,0,0,0,14.29,0,4.76,4.76,4.76,14.29,4.76,0,0,4.76,38.1,4.76,4.76,0,0,0,0.0392,0.0592,1
7.41,0,0,3.7,0,11.11,3.7,3.7,11.11,0,3.7,0,11.11,3.7,14.81,3.7,11.11,3.7,0,7.41,0.0823,0.0997,1
6.25,6.25,6.25,0,12.5,0,12.5,6.25,12.5,0,6.25,12.5,0,0,6.25,0,0,0,6.25,6.25,0.0796,0.1108,1
0,5.56,16.67,5.56,5.56,0,0,0,5.56,16.67,5.56,0,0,0,5.56,11.11,0,5.56,16.67,0,0.1245,0.118,1
10,3.33,16.67,6.67,0,3.33,3.33,6.67,3.33,6.67,0,13.33,3.33,6.67,0,10,6.67,0,0,0,0.0539,0.056,1
7.69,0,0,0,7.69,0,0,0,30.77,30.77,0,0,7.69,0,0,0,0,15.38,0,0,0.0318,0.0617,1
8,4,4,4,4,8,0,4,12,0,4,12,4,0,16,4,4,4,0,4,0.0893,0.0964,1
14.29,0,0,0,7.14,0,0,0,28.57,14.29,0,0,0,0,0,0,7.14,28.57,0,0,0.0313,0.0577,1
11.76,0,0,0,5.88,23.53,17.65,0,0,5.88,5.88,5.88,5.88,0,0,5.88,0,5.88,5.88,0,0.08,0.0585,1
9.09,0,0,0,9.09,0,0,9.09,27.27,9.09,0,0,9.09,0,18.18,0,0,9.09,0,0,0.0627,0.0874,1
5.26,5.26,15.79,5.26,5.26,0,0,10.53,0,10.53,5.26,5.26,5.26,0,0,15.79,5.26,5.26,0,0,0.058,0.0599,1
0,4.76,4.76,0,14.29,4.76,9.52,0,9.52,4.76,4.76,9.52,4.76,0,4.76,9.52,9.52,4.76,0,0,0.0741,0.0664,1
12.5,0,0,4.17,0,8.33,8.33,4.17,8.33,12.5,0,0,8.33,0,0,4.17,8.33,16.67,0,4.17,0.0488,0.0625,1
6.67,0,0,3.33,3.33,3.33,10,10,16.67,6.67,6.67,3.33,6.67,3.33,3.33,3.33,6.67,6.67,0,0,0.0571,0.0777,1
17.86,0,3.57,0,3.57,0,0,3.57,35.71,3.57,3.57,0,0,0,3.57,3.57,3.57,17.86,0,0,0.0961,0.1275,1
0,5.26,15.79,10.53,5.26,0,0,5.26,5.26,21.05,0,0,0,0,5.26,10.53,0,0,15.79,0,0.1197,0.1276,1
7.14,0,7.14,7.14,0,7.14,0,0,7.14,7.14,7.14,14.29,0,7.14,0,0,0,7.14,21.43,0,0.1052,0.1422,1
10,0,0,30,0,20,0,10,10,10,0,0,0,0,10,0,0,0,0,0,0.1176,0.1103,1
0,0,0,0,23.08,0,0,0,30.77,38.46,0,0,7.69,0,0,0,0,0,0,0,0.031,0.0519,1
0,5.26,15.79,5.26,5.26,0,5.26,0,5.26,21.05,0,0,0,0,5.26,10.53,0,5.26,15.79,0,0.1226,0.1183,1
8.33,0,0,4.17,0,8.33,8.33,8.33,4.17,16.67,0,0,8.33,0,0,8.33,4.17,20.83,0,0,0.0474,0.0619,1
22.22,0,5.56,11.11,5.56,0,0,0,0,5.56,5.56,0,0,0,11.11,5.56,22.22,0,5.56,0,0.0995,0.1252,1
6.67,16.67,3.33,3.33,0,10,3.33,0,3.33,6.67,0,0,3.33,0,3.33,13.33,20,6.67,0,0,0.0563,0.0562,1
0,0,22.22,0,5.56,5.56,0,0,5.56,11.11,11.11,0,0,0,5.56,5.56,22.22,0,0,5.56,0.0832,0.0959,1
3.33,3.33,13.33,16.67,0,0,3.33,6.67,13.33,6.67,0,0,0,6.67,0,10,0,6.67,6.67,3.33,0.0873,0.0884,1
3.45,0,3.45,0,10.34,13.79,6.9,6.9,6.9,13.79,0,0,3.45,0,3.45,0,13.79,6.9,6.9,0,0.0991,0.101,1
5,5,0,10,20,0,0,10,5,5,0,5,20,0,0,5,0,10,0,0,0.0606,0.0698,1
19.05,0,0,0,4.76,4.76,0,4.76,19.05,9.52,0,0,4.76,0,9.52,0,0,19.05,0,4.76,0.0594,0.0717,1
0,16.67,0,0,5.56,22.22,0,0,0,5.56,0,0,0,0,33.33,0,0,11.11,0,5.56,0.1206,0.1393,1
9.52,0,4.76,0,0,9.52,4.76,4.76,9.52,14.29,9.52,4.76,4.76,0,4.76,14.29,4.76,0,0,0,0.0908,0.0861,1
17.65,5.88,5.88,11.76,0,0,0,0,5.88,11.76,5.88,5.88,0,0,0,0,11.76,17.65,0,0,0.0636,0.0684,1
3.33,13.33,6.67,0,0,6.67,0,13.33,6.67,0,3.33,6.67,6.67,3.33,6.67,6.67,3.33,10,0,3.33,0.0598,0.0739,1
4.76,0,0,4.76,4.76,4.76,0,0,9.52,23.81,0,0,4.76,0,23.81,0,4.76,4.76,4.76,4.76,0.137,0.1648,1
8.33,0,16.67,0,0,25,0,0,8.33,25,0,0,8.33,0,8.33,0,0,0,0,0,0.1249,0.0887,1
15,0,0,10,15,0,0,10,5,5,5,0,15,0,0,10,0,10,0,0,0.072,0.0643,1
5.26,31.58,0,0,0,15.79,0,0,5.26,15.79,0,0,0,0,26.32,0,0,0,0,0,0.1137,0.1481,1
5,0,0,5,10,10,0,5,0,0,15,5,15,0,5,0,5,15,5,0,0.0702,0.064,1
0,0,0,3.57,3.57,3.57,21.43,7.14,14.29,0,3.57,0,3.57,10.71,14.29,3.57,7.14,0,0,3.57,0.0767,0.0787,1
13.64,4.55,4.55,4.55,0,9.09,4.55,0,4.55,0,4.55,9.09,4.55,0,9.09,4.55,9.09,9.09,4.55,0,0.0917,0.0926,1
0,0,6.25,0,12.5,0,0,6.25,0,12.5,18.75,0,0,0,25,12.5,6.25,0,0,0,0.1167,0.0999,1
7.14,3.57,7.14,0,0,14.29,3.57,10.71,17.86,7.14,0,0,0,0,7.14,3.57,3.57,14.29,0,0,0.0956,0.0949,1
